"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Validate BufferJsonDataDTO with null UID - Negative","","2025-09-19","passed","2025-09-19","","Buffer Json Data Validator Tests","com.connection.processing.buffer.objects.json.validator.BufferJsonDataValidatorTest","testValidateBufferJsonDataDTOWithNullUid_Negative"
"","0","Validate valid BufferDTO - Positive","","2025-09-19","passed","2025-09-19","","Buffer Validator Tests","com.connection.processing.buffer.validator.BufferValidatorTest","testValidateBufferDTO_Positive"
"","6","Add devices to buffer - Positive","","2025-09-19","passed","2025-09-19","","BufferDevice Repository Tests - SQL implementation tests","com.connection.processing.buffer.bufferdevice.repository.BufferDeviceRepositorySQLImplTest","testAddDevicesToBuffer_Positive"
"","1","Validate BufferBLM with null fields - Negative","","2025-09-19","passed","2025-09-19","","Buffer Validator Tests","com.connection.processing.buffer.validator.BufferValidatorTest","testValidateBufferBLMWithNullFields_Negative"
"","1","Validate BufferJsonDataDTO with invalid UID - Negative","","2025-09-19","passed","2025-09-19","","Buffer Json Data Validator Tests","com.connection.processing.buffer.objects.json.validator.BufferJsonDataValidatorTest","testValidateBufferJsonDataDTOWithInvalidUid_Negative"
"","0","Round-trip conversion DTO -> BLM -> DTO","","2025-09-19","passed","2025-09-19","","Buffer Json Data Converter Tests","com.connection.processing.buffer.objects.json.converter.BufferJsonDataConverterTest","testRoundTripDTOToBLMToDTO"
"","2","Delete old data - Positive","","2025-09-19","passed","2025-09-19","","Buffer Json Data Repository Tests - SQL implementation tests","com.connection.processing.buffer.objects.json.repository.BufferJsonDataRepositorySQLImplTest","testDeleteOldData_Positive"
"","1","Check data exists - Positive","","2025-09-19","passed","2025-09-19","","Buffer Json Data Repository Tests - SQL implementation tests","com.connection.processing.buffer.objects.json.repository.BufferJsonDataRepositorySQLImplTest","testExists_Positive"
"","1","Validate BufferJsonDataDTO with null data - Negative","","2025-09-19","passed","2025-09-19","","Buffer Json Data Validator Tests","com.connection.processing.buffer.objects.json.validator.BufferJsonDataValidatorTest","testValidateBufferJsonDataDTOWithNullData_Negative"
"","2","BaseBufferDeviceException toString format","","2025-09-19","passed","2025-09-19","","BufferDevice Exception Tests","com.connection.processing.buffer.bufferdevice.exception.BufferDeviceExceptionTest","testBaseBufferDeviceExceptionToString"
"","2","Delete all by buffer UID - Positive","","2025-09-19","passed","2025-09-19","","BufferDevice Repository Tests - SQL implementation tests","com.connection.processing.buffer.bufferdevice.repository.BufferDeviceRepositorySQLImplTest","testDeleteAllByBufferUid_Positive"
"","1","Round-trip conversion DALM -> BLM -> DALM","","2025-09-19","passed","2025-09-19","","Buffer Json Data Converter Tests","com.connection.processing.buffer.objects.json.converter.BufferJsonDataConverterTest","testRoundTripDALMToBLMToDALM"
"","4","Find device UIDs by buffer UID - Positive","","2025-09-19","passed","2025-09-19","","BufferDevice Repository Tests - SQL implementation tests","com.connection.processing.buffer.bufferdevice.repository.BufferDeviceRepositorySQLImplTest","testFindDeviceUidsByBufferUid_Positive"
"","3","Exception inheritance hierarchy","","2025-09-19","passed","2025-09-19","","BufferDevice Exception Tests","com.connection.processing.buffer.bufferdevice.exception.BufferDeviceExceptionTest","testExceptionInheritance"
"","1","Convert BLM to DTO - Positive","","2025-09-19","passed","2025-09-19","","Buffer Converter Tests","com.connection.processing.buffer.converter.BufferConverterTest","testToDTOFromBLM_Positive"
"","4","Delete non-existent buffer-device relationship - Negative","","2025-09-19","passed","2025-09-19","","BufferDevice Repository Tests - SQL implementation tests","com.connection.processing.buffer.bufferdevice.repository.BufferDeviceRepositorySQLImplTest","testDeleteNonExistentBufferDevice_Negative"
"","38","Find buffer UIDs by device UID - Positive","","2025-09-19","passed","2025-09-19","","BufferDevice Repository Tests - SQL implementation tests","com.connection.processing.buffer.bufferdevice.repository.BufferDeviceRepositorySQLImplTest","testFindBufferUidsByDeviceUid_Positive"
"","1","Validate BufferJsonDataDTO with invalid JSON - Negative","","2025-09-19","passed","2025-09-19","","Buffer Json Data Validator Tests","com.connection.processing.buffer.objects.json.validator.BufferJsonDataValidatorTest","testValidateBufferJsonDataDTOWithInvalidJson_Negative"
"","1","BufferJsonDataNotFoundException toString format","","2025-09-19","passed","2025-09-19","","Buffer Json Data Exception Tests","com.connection.processing.buffer.objects.json.exception.BufferJsonDataExceptionTest","testBufferJsonDataNotFoundExceptionToString"
"","2","Find data by UID - Positive","","2025-09-19","passed","2025-09-19","","Buffer Json Data Repository Tests - SQL implementation tests","com.connection.processing.buffer.objects.json.repository.BufferJsonDataRepositorySQLImplTest","testFindByUid_Positive"
"","2","Delete data - Positive","","2025-09-19","passed","2025-09-19","","Buffer Json Data Repository Tests - SQL implementation tests","com.connection.processing.buffer.objects.json.repository.BufferJsonDataRepositorySQLImplTest","testDeleteData_Positive"
"","0","BufferJsonDataValidateException toString format","","2025-09-19","passed","2025-09-19","","Buffer Json Data Exception Tests","com.connection.processing.buffer.objects.json.exception.BufferJsonDataExceptionTest","testBufferJsonDataValidateExceptionToString"
"","1","Validate null BufferDeviceBLM - Negative","","2025-09-19","passed","2025-09-19","","BufferDevice Validator Tests","com.connection.processing.buffer.bufferdevice.validator.BufferDeviceValidatorTest","testValidateNullBufferDeviceBLM_Negative"
"","2","Find non-existent buffer by UID - Negative","","2025-09-19","passed","2025-09-19","","Buffer Repository Tests - SQL implementation tests","com.connection.processing.buffer.repository.BufferRepositorySQLImplTest","testFindByUid_Negative"
"","2","Delete data by buffer UID - Positive","","2025-09-19","passed","2025-09-19","","Buffer Json Data Repository Tests - SQL implementation tests","com.connection.processing.buffer.objects.json.repository.BufferJsonDataRepositorySQLImplTest","testDeleteByBufferUid_Positive"
