"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","Validate BufferDto with zero max messages - Negative","","2025-11-21","passed","2025-11-21","","Buffer Validator Tests","com.connection.processing.buffer.validator.BufferValidatorTest","testValidateBufferDtoWithZeroMaxMessages_Negative"
"","2","Validate valid BufferDto - Positive","","2025-11-21","passed","2025-11-21","","Buffer Validator Tests","com.connection.processing.buffer.validator.BufferValidatorTest","testValidateBufferDto_Positive"
"","2","Validate null BufferBlm - Negative","","2025-11-21","passed","2025-11-21","","Buffer Validator Tests","com.connection.processing.buffer.validator.BufferValidatorTest","testValidateNullBufferBlm_Negative"
"","2","Validate BufferDto with null UID - Negative","","2025-11-21","passed","2025-11-21","","Buffer Validator Tests","com.connection.processing.buffer.validator.BufferValidatorTest","testValidateBufferDtoWithNullUid_Negative"
"","1","Exception inheritance hierarchy","","2025-11-21","passed","2025-11-21","","Buffer Exception Tests","com.connection.processing.buffer.exception.BufferExceptionTest","testExceptionInheritance"
"","385","Validate BufferBlm with null fields - Negative","","2025-11-21","passed","2025-11-21","","Buffer Validator Tests","com.connection.processing.buffer.validator.BufferValidatorTest","testValidateBufferBlmWithNullFields_Negative"
"","2","Validate valid BufferDalm - Positive","","2025-11-21","passed","2025-11-21","","Buffer Validator Tests","com.connection.processing.buffer.validator.BufferValidatorTest","testValidateBufferDalm_Positive"
"","1","Round-trip conversion Dalm -> Blm -> Dalm","","2025-11-21","passed","2025-11-21","","Buffer Converter Tests","com.connection.processing.buffer.converter.BufferConverterTest","testRoundTripDalmToBlmToDalm"
"","2","Validate BufferDto with negative max size - Negative","","2025-11-21","passed","2025-11-21","","Buffer Validator Tests","com.connection.processing.buffer.validator.BufferValidatorTest","testValidateBufferDtoWithNegativeMaxSize_Negative"
"","3","Find non-existent buffer by UID - Negative","","2025-11-21","passed","2025-11-21","","Buffer Repository Tests - SQL implementation tests","com.connection.processing.buffer.repository.BufferRepositorySQLImplTest","testFindByUid_Negative"
"","3","Update buffer - Positive","","2025-11-21","passed","2025-11-21","","Buffer Repository Tests - SQL implementation tests","com.connection.processing.buffer.repository.BufferRepositorySQLImplTest","testUpdateBuffer_Positive"
"","2","Validate BufferDto with null device UID - Negative","","2025-11-21","passed","2025-11-21","","Buffer Validator Tests","com.connection.processing.buffer.validator.BufferValidatorTest","testValidateBufferDtoWithNullDeviceUid_Negative"
"","3","Validate null BufferDto - Negative","","2025-11-21","passed","2025-11-21","","Buffer Validator Tests","com.connection.processing.buffer.validator.BufferValidatorTest","testValidateNullBufferDto_Negative"
"","3","Find buffers by device UID - Positive","","2025-11-21","passed","2025-11-21","","Buffer Repository Tests - SQL implementation tests","com.connection.processing.buffer.repository.BufferRepositorySQLImplTest","testFindByDeviceUid_Positive"
"","1","Convert Dto to Blm - Positive","","2025-11-21","passed","2025-11-21","","Buffer Converter Tests","com.connection.processing.buffer.converter.BufferConverterTest","testToBlmFromDto_Positive"
"","2","Validate BufferDto with invalid UID - Negative","","2025-11-21","passed","2025-11-21","","Buffer Validator Tests","com.connection.processing.buffer.validator.BufferValidatorTest","testValidateBufferDtoWithInvalidUid_Negative"
"","1","Round-trip conversion Dto -> Blm -> Dto","","2025-11-21","passed","2025-11-21","","Buffer Converter Tests","com.connection.processing.buffer.converter.BufferConverterTest","testRoundTripDtoToBlmToDto"
"","2","Update non-existent buffer - Negative","","2025-11-21","passed","2025-11-21","","Buffer Repository Tests - SQL implementation tests","com.connection.processing.buffer.repository.BufferRepositorySQLImplTest","testUpdateNonExistentBuffer_Negative"
"","3","Add existing buffer - Negative","","2025-11-21","passed","2025-11-21","","Buffer Repository Tests - SQL implementation tests","com.connection.processing.buffer.repository.BufferRepositorySQLImplTest","testAddExistingBuffer_Negative"
"","1","BufferAlreadyExistsException toString format","","2025-11-21","passed","2025-11-21","","Buffer Exception Tests","com.connection.processing.buffer.exception.BufferExceptionTest","testBufferAlreadyExistsExceptionToString"
